Surface Bias =   0.49361490, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000074, 5920728338781984768.00000000,   9.82368893 
  0.00000075, 6230520254545662976.00000000,   9.25554182 
  0.00000076, 6566395633588585472.00000000,   8.69070996 
  0.00000077, 6929282992771222528.00000000,   8.13122920 
  0.00000078, 7319721141724974080.00000000,   7.57903027 
  0.00000079, 7737682119985593344.00000000,   7.03594096 
  0.00000080, 8182345758980644864.00000000,   6.50369016 
  0.00000081, 8651817770405689344.00000000,   5.98391347 
  0.00000082, 9142784186963517440.00000000,   5.47815994 
  0.00000083, 9650097541053302784.00000000,   4.98789935 
  0.00000084, 10166295254118277120.00000000,   4.51452954 
  0.00000085, 10681059506847739904.00000000,   4.05938318 
  0.00000086, 11180641845596028928.00000000,   3.62373322 
  0.00000087, 11647296651352821760.00000000,   3.20879621 
  0.00000088, 12058797056094523392.00000000,   2.81573278 
  0.00000089, 12388146186692886528.00000000,   2.44564438 
  0.00000090, 12603645727327148032.00000000,   2.09956553 
  0.00000091, 12669540107317678080.00000000,   1.77845075 
  0.00000092, 12547511015948746752.00000000,   1.48315596 
  0.00000093, 12199339240386193408.00000000,   1.21441395 
  0.00000094, 11591054893085716480.00000000,   0.97280450 
  0.00000095, 10698826319209803776.00000000,   0.75872037 
  0.00000096, 9516642382750343168.00000000,   0.57233117 
  0.00000097, 8065462119989872640.00000000,   0.41354869 
  0.00000098, 6402878980776721408.00000000,   0.28199841 
  0.00000099, 4631431489489269760.00000000,   0.17700394 
  0.00000100, 2902492348470923264.00000000,   0.09759320 
  0.00000101, 1411262267089704448.00000000,   0.04253905 
  0.00000102, 376906331110116928.00000000,   0.01045553 
  0.00000103,   0.00000000,   0.00000000 
